index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0405.smt2,,,,1,1,,4,4,,1,1,,10,,5,,9,34,,20,,,,,,,10,17,15,1,,1,,,,,28.84,13.54,sat,0.10,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.08,0.02,0.05,0.00,0.00,0.01,0.00,,0.00,0.00
chc-lia-0406.smt2,,,,1,1,,3,3,,1,1,,9,,2,,7,22,,13,,,,,,,8,14,9,1,,1,,,,,24.16,10.58,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0407.smt2,,,,5,1,,6,6,,3,,3,8,3,4,,3,15,,14,,,,,,,5,4,7,,,,,,,,21.28,8.57,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.05,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0408.smt2,,,,1,,,2,2,,,,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,18.16,6.72,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0409.smt2,,,,1,1,,4,4,,3,3,,4,,3,,4,8,,12,,,,,,,7,1,7,2,,2,,,,,20.76,8.19,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0410.smt2,,1252,2013,,436,2,121,120,,257,68,27,659,884,1826,586,7,35427,312,4037,,660,115,158,,10,904,20231,4977,180,1258,178,778,34,124,22,806.58,744.59,timeout,596.87,8.37,2.15,4.65,1.52,1.23,489.57,152.51,72.68,2.15,0.00,0.00,1.13,569.08,144.87,423.53,4.07,24.84,74.42,60.05,0.01,60.05,23.44
chc-lia-0411.smt2,,2336,3091,,212,2,143,142,,172,26,98,471,475,3943,1191,4,26884,821,5987,,514,4,,,,289,12609,6391,26,1612,26,300,28,30,13,544.95,503.54,timeout,596.29,9.76,2.21,5.38,1.77,1.26,504.61,106.54,88.15,1.02,0.00,0.00,1.37,572.87,91.19,480.88,4.25,17.90,76.58,65.26,0.01,65.26,10.82
chc-lia-0412.smt2,,,,2,,,3,3,,,,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,23.56,8.52,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0413.smt2,,,,4,3,,7,7,,,,,18,,17,,17,90,,44,,,,,,1,20,42,36,,,,,,,,38.80,16.42,sat,0.16,0.02,0.00,0.01,0.00,0.00,0.06,0.03,,0.00,0.00,0.00,0.00,0.13,0.02,0.09,0.01,0.01,0.01,0.00,,0.00,
chc-lia-0414.smt2,3,,,,,,3,3,,,,,7,,1,,,8,,9,,,,,,,7,,8,3,,1,,,,,33.92,9.09,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0415.smt2,2,,,,,,2,2,,,,,4,,,,,2,,5,,,,,,,4,,4,2,,1,,,,,78.60,34.90,unsat,0.10,0.00,0.00,0.00,0.00,0.00,0.04,0.00,,,0.01,0.01,0.00,0.04,0.00,0.04,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0416.smt2,,,,,,,1,1,,,,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,18.64,6.84,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0417.smt2,,,,1,,,3,3,,,,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,24.12,8.65,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0418.smt2,,,,1,,,3,3,,,,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,24.12,8.62,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0419.smt2,3,,,,,,3,3,,,,,4,,3,,,7,,8,,,,,,,5,,7,3,,1,,,,,33.44,8.45,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0420.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,18.64,7.02,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0421.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,18.72,6.87,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0422.smt2,,,,1,,,2,2,,,,,3,,1,,2,4,,6,,,,,,,3,1,3,,,,,,,,19.32,7.32,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0423.smt2,,,,1,,1,4,4,,,,,13,1,3,,13,36,,27,,,,,,,11,13,22,,,,,,,,30.00,14.11,sat,0.12,0.02,0.00,0.01,0.00,0.00,0.05,0.03,,0.00,0.00,0.00,0.00,0.10,0.01,0.08,0.01,0.00,0.02,0.00,0.00,0.00,
chc-lia-0424.smt2,,,12,2,8,1,11,11,,6,,9,30,,82,3,80,405,12,151,,,,,,5,60,175,133,,,,,,2,,118.48,68.84,sat,1.27,0.17,0.07,0.09,0.03,0.03,0.76,0.37,0.06,0.01,0.00,0.00,0.02,1.20,0.21,0.96,0.05,0.08,0.30,0.03,0.00,0.03,
chc-lia-0425.smt2,,,,2,5,1,6,6,,,,,9,,14,5,17,65,2,36,,4,10,,,,18,30,26,,1,,,,,,41.20,21.83,sat,0.24,0.03,0.01,0.02,0.00,0.01,0.12,0.06,,0.00,0.00,0.00,0.00,0.22,0.02,0.17,0.01,0.01,0.06,0.02,0.00,0.02,
chc-lia-0426.smt2,,,,4,3,1,5,5,,4,,9,9,,6,3,9,53,,26,,2,3,,,,18,28,15,,1,,,,,,31.40,14.86,sat,0.14,0.01,0.00,0.01,0.00,0.00,0.06,0.03,,0.00,0.00,0.00,0.00,0.12,0.02,0.08,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-0427.smt2,,,,7,2,1,8,8,,8,,19,15,2,10,7,13,82,3,41,,,,,,,39,42,36,,,,,2,,,41.88,21.96,sat,0.28,0.02,0.01,0.01,0.00,0.01,0.14,0.07,,0.00,0.00,0.00,0.01,0.26,0.04,0.19,0.01,0.01,0.05,0.03,0.00,0.03,0.00
chc-lia-0428.smt2,,,,10,1,,11,11,,18,,18,14,18,19,,3,33,,34,,,,,,,25,2,22,,,,,,,,25.72,11.33,sat,0.15,0.01,0.00,0.00,0.00,0.00,0.04,0.01,,0.00,0.00,0.00,0.00,0.13,0.01,0.09,0.01,0.01,0.01,0.02,,0.02,
chc-lia-0429.smt2,,,4,1,,,2,2,,,,,4,,,,3,5,,8,,,,,,,7,2,7,,,,,,,,19.92,7.77,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0430.smt2,,,,,,,2,2,,,,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,21.00,8.51,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0431.smt2,,,,,,,2,2,,,,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,22.20,9.48,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0432.smt2,,,,,,,1,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,22.96,8.14,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0433.smt2,,,,,,,1,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,22.92,8.13,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0434.smt2,,,,1,,,3,3,,,,,7,,3,,8,19,,16,,,,,,,7,8,12,,,,,,,,28.84,11.66,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0435.smt2,,,,1,,,2,2,,,,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,22.88,8.18,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0436.smt2,,,,1,,,2,2,,,,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,22.88,8.18,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0437.smt2,,,,2,,,3,3,,,,,8,,1,,4,14,,12,,,,,,,6,5,8,,,,,,,,26.16,9.89,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.03,0.01,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0438.smt2,,,,,,,1,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,17.76,6.43,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0439.smt2,,,2,2,3,,5,5,,,,,6,,3,,5,15,,16,,,,,,3,6,3,12,2,2,2,,,,,20.12,7.80,sat,0.06,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0440.smt2,4,,,,,,4,4,,,,,14,,3,,,14,,18,,,,,,,12,,17,4,,1,,,,,44.56,12.16,unsat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0000.smt2,,,,,,,1,1,,,,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,18.16,6.47,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0001.smt2,,,,,,,1,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,17.80,6.43,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0002.smt2,,,,1,1,,3,3,,,,,4,,1,,3,5,,8,,,,,,,3,1,4,,,,,,,,18.92,6.93,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0003.smt2,,,,2,3,,4,4,,,,,5,,4,,4,12,,12,,,,,,1,4,3,7,,1,,,,,,19.32,7.19,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0004.smt2,,,3,2,3,,5,5,,,,,6,,4,,5,15,,16,,,,,,3,7,3,13,3,2,3,,,,,20.48,8.00,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0005.smt2,,532,294,9,292,,15,15,,,,,249,,344,,307,3984,,748,,,,,,650,448,2994,920,188,23,188,,,,,820.44,447.97,sat,239.67,15.55,9.28,12.20,0.46,2.26,75.73,31.29,12.44,0.60,0.00,0.00,0.19,236.57,28.43,208.08,1.04,71.51,23.49,71.08,,71.08,3.42
chc-lia-lin-0006.smt2,,,,1,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,13.36,5.14,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0007.smt2,,,6,18,11,1,19,19,,37,22,22,57,2,87,19,33,484,17,140,,20,18,12,,6,114,220,148,28,9,24,,6,3,3,80.56,42.87,sat,1.22,0.14,0.05,0.07,0.02,0.03,0.64,0.36,0.01,0.01,0.00,0.00,0.02,1.18,0.21,0.88,0.05,0.10,0.16,0.09,0.00,0.09,0.05
chc-lia-lin-0008.smt2,,,,,3,1,2,2,,,,,2,,,1,4,3,,8,,1,2,,,,5,1,4,,,,,,,,20.08,7.45,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
chc-lia-lin-0009.smt2,,,,1,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,13.32,5.16,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0010.smt2,,1211,517,,589,2,58,57,,228,184,15,847,29,5153,42,182,14588,159,2183,,121,17,107,,1271,812,5238,2356,476,137,331,185,11,43,3,551.67,551.26,timeout,599.01,15.41,4.72,8.26,1.57,4.62,249.15,155.57,27.06,5.47,0.00,0.00,0.60,570.43,107.12,462.98,2.96,147.92,85.71,156.38,0.00,156.38,5.53
chc-lia-lin-0011.smt2,,,,1,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,13.40,5.25,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0012.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,18.76,6.91,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0013.smt2,,,,2,,,4,4,,,,,9,,3,,7,20,,18,,,,,,,9,10,13,,,,,,,,25.32,9.64,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.00,0.00,0.00,0.04,0.01,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0014.smt2,,,,,,,1,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,18.84,6.96,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0015.smt2,,,5,,2,,12,11,,13,7,7,17,,19,,3,71,5,36,,,,,,,23,30,27,7,,7,,,,,7.06,6.96,timeout,595.68,0.02,0.01,0.01,0.00,0.01,0.14,0.10,0.01,0.00,0.00,0.00,0.01,0.26,0.03,0.19,0.01,0.01,0.04,0.01,,0.01,0.01
chc-lia-lin-0016.smt2,,,,3,1,,6,6,,3,3,,7,,6,,4,13,1,16,,,,,,,5,1,10,,,,,,,,21.04,8.25,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0017.smt2,,,,1,,,2,2,,,,,7,,,,5,8,,9,,,,,,,5,5,6,,,,,,,,28.96,10.53,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0018.smt2,,,,1,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,14.04,5.54,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0019.smt2,,1676,34,,778,,57,56,,315,,311,229,11,1882,,55,4422,22,2057,,,,,,1791,148,1184,1777,41,,24,,4,,,184.75,181.08,timeout,599.05,7.05,2.70,4.06,1.13,1.34,83.32,52.23,10.06,0.51,0.00,0.00,0.51,573.63,8.80,564.56,1.69,249.44,54.51,229.66,,229.66,0.26
chc-lia-lin-0020.smt2,,,,1,,,1,1,,,,,1,,,,1,,,2,,,,,,,1,,,,,,,,,,17.68,6.42,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0021.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,18.64,7.02,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0022.smt2,,,,1,,,4,4,,,,,16,,5,,11,32,,30,,,,,,,14,8,25,,,,,,,,29.76,14.13,sat,0.15,0.02,0.01,0.01,0.00,0.01,0.07,0.04,,0.00,0.00,0.00,0.00,0.13,0.01,0.10,0.01,0.01,0.02,0.00,,0.00,
chc-lia-lin-0023.smt2,,,,,,,1,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,19.08,7.13,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0024.smt2,,,2,6,2,1,7,7,,5,4,,13,2,18,1,7,37,2,28,,,,,,,9,3,21,5,,5,,,,,30.00,13.76,sat,0.17,0.02,0.00,0.01,0.00,0.00,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.11,0.01,0.01,0.02,0.01,0.00,0.01,0.00
chc-lia-lin-0025.smt2,3,,,,,,3,3,,,,,9,,3,,1,12,,13,,,,,,,9,4,12,3,,1,,,,,35.00,9.46,unsat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0026.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,19.12,7.11,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0027.smt2,,,,2,,,3,3,,,,,4,,1,,2,4,,7,,,,,,,2,,3,,,,,,,,18.48,6.91,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0028.smt2,,,,2,,,5,5,,,,,6,,5,,5,12,1,15,,,,,,,5,1,10,,,,,,,,20.96,8.30,sat,0.06,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0029.smt2,,65,357,55,28,1,56,56,,18,17,,59,,38,330,28,634,12,497,,29,44,,,,51,132,443,,387,,,1,,,69.36,42.12,sat,3.36,0.27,0.07,0.13,0.05,0.04,1.24,0.12,0.53,0.00,0.00,0.00,0.06,3.33,0.30,2.76,0.16,0.30,0.00,1.20,0.00,1.20,0.03
chc-lia-lin-0030.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,26.60,6.29,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0031.smt2,,,,,,,1,1,,,,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,18.84,6.91,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0032.smt2,,,,1,,,2,2,,,,,3,,1,,2,4,,6,,,,,,,3,1,3,,,,,,,,19.28,7.28,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0033.smt2,,,3,,1,,8,7,,5,4,,9,,10,,,20,,20,,,,,,,8,,13,,,,,,,,49.27,22.03,timeout,600.01,0.01,0.00,0.00,0.00,0.00,1.13,0.05,1.07,0.00,0.00,0.00,0.00,1.18,0.01,1.15,0.01,0.00,0.02,0.00,,0.00,0.00
chc-lia-lin-0034.smt2,,,,9,5,2,9,9,,,,,14,,11,13,9,65,6,35,,23,11,20,,1,19,26,26,20,13,20,7,,23,3,35.12,16.50,sat,0.36,0.04,0.01,0.02,0.01,0.01,0.15,0.09,0.00,0.00,0.00,0.00,0.01,0.34,0.03,0.27,0.01,0.02,0.02,0.08,0.00,0.08,0.02
chc-lia-lin-0035.smt2,,,,8,5,2,8,8,,,,,14,,12,13,7,72,2,36,,22,11,19,,2,18,31,26,19,13,19,6,,26,5,35.64,16.81,sat,0.36,0.04,0.01,0.02,0.01,0.01,0.15,0.09,0.00,0.00,0.00,0.00,0.01,0.33,0.03,0.27,0.01,0.02,0.02,0.08,0.00,0.08,0.02
chc-lia-lin-0036.smt2,,,,5,1,,8,8,,1,1,,15,,19,,7,56,,37,,,,,,,12,17,31,4,,1,,,,,24.96,11.36,sat,0.13,0.02,0.00,0.01,0.00,0.01,0.04,0.02,,0.00,0.00,0.00,0.00,0.11,0.01,0.08,0.01,0.00,0.02,0.00,,0.00,0.00
chc-lia-lin-0037.smt2,4,,,,,,4,4,,,,,14,,3,,,14,,18,,,,,,,12,,17,4,,1,,,,,44.80,12.27,unsat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0038.smt2,,,,2,,,3,3,,,,,11,,4,,6,22,,16,,,,,,,8,9,12,,,,,,,,22.96,9.73,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0039.smt2,,,,4,1,,7,7,,7,7,1,40,,20,,25,183,1,59,,,,,,,38,115,55,10,,7,,,,,48.68,26.27,sat,0.45,0.03,0.01,0.02,0.00,0.01,0.28,0.15,,0.00,0.00,0.00,0.01,0.41,0.09,0.29,0.02,0.02,0.11,0.00,,0.00,0.01
chc-lia-lin-0040.smt2,,,,10,3,1,18,18,,4,3,,38,,119,1,28,317,6,136,,1,12,,,,39,101,123,4,,3,,1,,,58.68,34.20,sat,0.76,0.11,0.02,0.05,0.01,0.04,0.38,0.23,0.00,0.00,0.00,0.00,0.01,0.72,0.09,0.57,0.03,0.05,0.21,0.01,0.00,0.01,0.00
chc-lia-lin-0041.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,3.88,sat,0.00,,,,,,,,,,0.00,,,,,,,,,,,,
chc-lia-lin-0042.smt2,,,,3,1,,4,4,,,,,12,2,11,,8,37,,24,,,,,,,8,16,19,,,,,,,,23.88,10.24,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.07,0.01,0.05,0.00,0.01,0.01,0.00,,0.00,
chc-lia-lin-0043.smt2,7,,,,2,1,7,7,,7,3,10,48,6,28,,,70,,73,,1,,1,,,56,6,73,16,,5,,,1,,50.40,21.59,unsat,0.42,0.04,0.01,0.02,0.00,0.01,0.22,0.15,,0.00,0.00,0.00,0.01,0.40,0.02,0.35,0.02,0.04,0.11,0.02,0.00,0.02,0.02
chc-lia-lin-0045.smt2,,1492,99,,789,1,21,20,,,,,372,,1890,7,18,2609,8,1742,,1,3,,,1613,318,145,1756,35,,35,,,9,1,312.13,311.74,timeout,599.14,4.49,1.53,2.57,0.59,0.93,145.17,102.25,7.05,0.42,0.00,0.00,0.32,551.47,6.16,545.20,1.59,196.66,98.95,201.54,0.00,201.54,0.30
chc-lia-lin-0046.smt2,,,,1,1,,4,4,,,,,8,2,4,,8,30,,19,,,,,,,8,17,14,,,,,,,,24.00,10.52,sat,0.08,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.07,0.01,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0047.smt2,,,,4,,,7,7,,,,,14,,15,,8,44,,29,,,,,,,10,12,21,,,,,,,,23.64,10.60,sat,0.10,0.01,0.00,0.01,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.08,0.01,0.05,0.00,0.00,0.01,0.00,,0.00,
