index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0039.smt2,,,,4,1,,7,7,,39,,20,,24,180,1,58,,,,,,,30,112,51,,,,,,,,,44.24,24.66,sat,0.42,0.03,0.01,0.02,0.00,0.01,0.26,0.14,,0.00,0.00,0.00,0.01,0.39,0.10,0.27,0.02,0.02,0.11,0.00,,0.00,
chc-lia-lin-0040.smt2,,,,11,4,1,22,22,,45,,156,2,31,431,6,179,,2,15,,,,42,142,157,,,,,,,,,68.48,39.75,sat,1.12,0.17,0.02,0.07,0.02,0.05,0.60,0.37,0.01,0.01,0.00,0.00,0.02,1.08,0.13,0.88,0.05,0.08,0.34,0.02,0.00,0.02,
chc-lia-lin-0041.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,3.88,sat,0.00,,,,,,,,,,0.00,,,,,,,,,,,,
chc-lia-lin-0042.smt2,,,,3,1,,4,4,,12,2,11,,8,37,,24,,,,,,,8,16,19,,,,,,,,,23.88,10.24,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.08,0.01,0.05,0.00,0.01,0.01,0.00,,0.00,
chc-lia-lin-0043.smt2,7,,,,2,1,7,7,,40,6,28,,,70,,70,,1,,1,,,47,6,72,11,,2,,,,1,,49.64,19.78,unsat,0.38,0.04,0.01,0.02,0.00,0.01,0.19,0.13,,0.00,0.00,0.00,0.01,0.35,0.02,0.31,0.02,0.03,0.09,0.02,0.00,0.02,0.01
chc-lia-lin-0045.smt2,,647,322,,152,4,12,11,663,1413,,390,48,272,4102,116,1557,,280,60,198,111,481,1642,1791,1275,196,38,195,712,277,1,59,9,651.43,629.69,timeout,599.05,9.34,3.56,6.03,0.90,1.72,475.83,282.46,107.99,0.96,0.00,0.00,0.31,524.41,95.47,428.89,2.13,13.99,232.75,63.99,0.01,63.99,9.75
chc-lia-lin-0046.smt2,,,,1,1,,4,4,,8,2,4,,8,30,,19,,,,,,,8,17,14,,,,,,,,,24.00,10.52,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.07,0.01,0.05,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0047.smt2,,,,4,,,7,7,,14,,15,,8,44,,29,,,,,,,10,12,21,,,,,,,,,23.64,10.60,sat,0.10,0.01,0.00,0.01,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.09,0.01,0.06,0.01,0.00,0.01,0.00,,0.00,
chc-lia-lin-0048.smt2,,,,8,,,9,9,,18,,22,,7,64,,38,,,,,,,9,22,28,,,,,,,,,24.96,11.31,sat,0.14,0.02,0.00,0.01,0.00,0.01,0.05,0.02,,0.00,0.00,0.00,0.00,0.12,0.01,0.08,0.01,0.00,0.02,0.00,,0.00,
chc-lia-lin-0049.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.60,6.34,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0050.smt2,,,,8,3,1,17,17,,47,2,147,3,44,627,11,163,,6,26,,,,40,273,141,,3,,,,,,,100.36,63.36,sat,2.21,0.21,0.04,0.09,0.02,0.08,1.53,1.11,,0.02,0.00,0.00,0.02,2.14,0.45,1.63,0.05,0.13,0.88,0.03,0.00,0.03,
chc-lia-lin-0051.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.96,6.58,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0052.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.92,6.54,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0053.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.92,6.54,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0054.smt2,,,,3,3,1,9,9,,11,12,27,1,13,55,1,43,,,,,,,11,5,33,,,,,,,8,1,37.04,16.52,sat,0.28,0.03,0.01,0.02,0.01,0.01,0.12,0.08,,0.00,0.00,0.00,0.01,0.25,0.01,0.21,0.01,0.01,0.08,0.02,0.00,0.02,
chc-lia-lin-0055.smt2,,,,15,4,1,29,29,,59,,222,12,54,789,22,248,,15,86,2,,,100,327,227,14,6,2,,,,4,2,126.44,76.29,sat,3.28,0.40,0.06,0.17,0.06,0.14,2.13,1.52,,0.02,0.00,0.00,0.03,3.21,0.42,2.68,0.08,0.22,1.23,0.10,0.00,0.10,0.03
chc-lia-lin-0056.smt2,,,,2,1,,7,7,,19,5,25,,15,60,,52,,,,,,,13,12,44,,4,,,,,,,31.68,15.34,sat,0.30,0.05,0.02,0.02,0.01,0.01,0.14,0.08,,0.00,0.00,0.00,0.01,0.28,0.02,0.23,0.02,0.02,0.06,0.01,,0.01,
chc-lia-lin-0057.smt2,,,,2,,,5,5,,6,,5,,4,16,,15,,,,,,,5,4,10,,,,,,,,,25.00,9.28,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0058.smt2,,50,187,,21,5,12,11,76,240,,155,39,57,995,54,331,,157,3,55,3,,274,320,334,52,78,51,144,,,266,19,259.18,259.18,timeout,599.77,1.42,0.53,0.80,0.17,0.35,117.78,48.94,30.72,0.16,0.00,0.00,0.14,124.75,20.84,103.85,0.35,1.01,25.50,23.23,0.00,23.23,12.50
chc-lia-lin-0059.smt2,,56,166,,27,5,12,11,55,210,,123,45,57,942,49,312,,139,7,47,1,2,251,394,327,59,75,56,134,1,,239,21,274.92,269.08,timeout,599.63,1.41,0.44,0.74,0.18,0.40,100.01,36.55,28.80,0.10,0.00,0.00,0.15,105.90,16.38,89.46,0.34,0.89,19.86,19.68,0.00,19.68,11.74
chc-lia-lin-0060.smt2,,,,1,,,2,2,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,,23.68,8.51,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0061.smt2,,,,12,1,1,37,37,,46,,321,,83,1528,5,393,,,,,,,40,642,357,,,,,,,5,,142.88,88.79,sat,5.56,0.59,0.10,0.28,0.07,0.18,3.90,2.80,0.00,0.04,0.00,0.00,0.05,5.46,1.09,4.24,0.14,0.33,2.05,0.08,0.00,0.08,
chc-lia-lin-0062.smt2,,,,7,,,16,16,,24,,49,,18,165,,81,,,,,,,19,59,66,,,,,,,,,39.48,22.26,sat,0.47,0.08,0.01,0.03,0.01,0.03,0.23,0.16,,0.00,0.00,0.00,0.01,0.44,0.05,0.34,0.02,0.02,0.14,0.00,,0.00,
chc-lia-lin-0063.smt2,,4,79,11,3,1,12,12,,43,56,28,,34,329,15,143,,2,,,,,94,200,142,11,,11,,,,,,82.16,47.18,sat,1.78,0.18,0.05,0.09,0.02,0.05,1.15,0.48,0.18,0.00,0.00,0.00,0.03,1.72,0.26,1.42,0.06,0.11,0.42,0.11,0.00,0.11,0.03
chc-lia-lin-0064.smt2,,,454,,3,1,487,486,,898,7393,6724,,1,13668,264,7773,,,,,,,577,3238,7419,,,,,,,,,292.51,285.68,timeout,596.03,11.67,2.19,6.55,1.71,1.50,527.67,108.94,12.03,0.58,0.00,0.00,2.74,590.87,16.81,571.63,7.71,13.24,106.38,15.98,0.00,15.98,
chc-lia-lin-0065.smt2,,,,2,,,3,3,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,,23.64,8.57,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0066.smt2,,,,1,2,,5,5,,18,,7,,18,75,,34,,,,,,,17,45,28,,,,,,,,,45.44,19.71,sat,0.22,0.02,0.00,0.01,0.01,0.01,0.11,0.05,,0.00,0.01,0.00,0.00,0.18,0.04,0.13,0.01,0.01,0.02,0.00,,0.00,
chc-lia-lin-0067.smt2,,,,2,,,3,3,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,,24.04,8.64,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0068.smt2,,,,9,2,1,17,17,,103,8,667,,117,1544,19,336,,,,,,,261,341,329,,12,,,,,18,,211.12,134.94,sat,16.52,0.64,0.25,0.37,0.07,0.13,13.95,11.76,,0.17,0.00,0.00,0.10,16.34,2.74,13.53,0.30,0.74,9.34,0.23,0.00,0.23,
chc-lia-lin-0069.smt2,,103,171,,17,3,67,66,147,731,32,3556,97,,20448,40,1515,,298,105,159,,154,1042,12477,1664,115,160,100,147,104,22,170,9,399.60,389.69,timeout,598.52,7.41,1.19,4.06,0.60,2.22,524.00,299.35,86.26,1.89,0.00,0.00,0.31,550.16,235.57,314.27,1.54,7.88,169.77,34.93,0.00,34.93,17.13
chc-lia-lin-0070.smt2,3,,,,1,,3,3,,4,1,2,,1,8,,7,,,,,,,4,3,6,3,,1,,,,,,29.24,8.02,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0071.smt2,,,,2,,,3,3,,11,,9,,6,15,,18,,,,,,,6,,14,,,,,,,,,25.52,9.84,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0072.smt2,,153,1629,,41,3,189,188,17,346,836,665,489,,17754,174,2059,,457,96,64,,,301,12907,2511,64,701,64,17,,20,,,347.94,328.67,timeout,598.06,6.40,1.08,3.33,0.67,1.83,539.10,108.44,272.46,0.39,0.00,0.00,0.54,566.44,188.22,377.24,2.04,6.23,190.59,29.96,0.01,29.96,17.04
chc-lia-lin-0073.smt2,,12,735,,15,2,69,68,,598,1107,2390,78,,14980,12,2852,,468,19,196,,,668,6375,3503,54,417,39,107,,20,74,1,347.92,309.12,timeout,596.96,9.27,1.54,4.99,0.91,2.60,508.51,304.14,87.69,1.67,0.00,0.00,0.67,547.43,143.73,403.37,3.16,14.03,179.76,30.39,0.00,30.39,20.73
chc-lia-lin-0074.smt2,,1,,15,1,1,35,35,,63,,374,,84,1330,2,370,,,,,,,33,508,341,,7,,,,,,,166.76,114.84,sat,6.42,0.76,0.14,0.40,0.07,0.23,4.49,3.32,,0.04,0.00,0.00,0.05,6.31,1.12,5.06,0.14,0.39,2.61,0.05,0.00,0.05,
chc-lia-lin-0075.smt2,,,,9,,,15,15,,28,,88,,16,203,,94,,,,,,,18,53,80,,,,,,,,,42.72,24.34,sat,0.54,0.09,0.01,0.04,0.01,0.03,0.27,0.18,,0.00,0.00,0.00,0.01,0.51,0.05,0.41,0.03,0.02,0.16,0.00,,0.00,
chc-lia-lin-0076.smt2,,13,19,,12,1,79,78,,871,6,4393,47,4,17748,411,1811,,53,296,14,,,484,8537,2240,14,127,14,,,33,3,1,424.99,394.17,timeout,598.20,6.57,1.43,3.46,0.84,1.75,535.10,414.06,24.30,3.11,0.00,0.00,0.48,568.46,177.63,390.45,2.35,15.42,277.06,5.45,0.00,5.45,1.70
chc-lia-lin-0077.smt2,,,,3,,,4,4,,8,,5,,5,26,,12,,,,,,,5,13,8,,,,,,,,,22.88,9.94,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0078.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.48,5.45,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0079.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.36,6.86,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0080.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.56,6.88,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0081.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.52,6.88,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0082.smt2,,,,4,4,,9,9,,13,2,13,,17,61,,39,,,,,,7,19,25,26,,,,,6,,,,32.80,15.99,sat,0.27,0.03,0.01,0.01,0.01,0.01,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.24,0.02,0.18,0.01,0.03,0.05,0.01,,0.01,
chc-lia-lin-0083.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.36,6.89,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0084.smt2,,,,18,3,1,21,21,,86,3,306,2,39,827,25,259,,2,53,,,,88,332,238,,,,,,,,,124.88,77.44,sat,3.20,0.38,0.05,0.20,0.04,0.12,2.16,1.60,,0.02,0.00,0.00,0.03,3.13,0.41,2.64,0.09,0.22,1.34,0.04,0.00,0.04,
chc-lia-lin-0085.smt2,,,1,12,,,27,27,,57,,323,,77,1349,,274,,,,,,,49,691,251,,,,,,,,,122.12,83.80,sat,3.97,0.48,0.05,0.23,0.04,0.17,2.74,1.79,0.01,0.03,0.00,0.00,0.03,3.88,0.86,2.92,0.10,0.23,1.44,0.00,,0.00,
chc-lia-lin-0086.smt2,,44,47,,36,3,10,9,21,780,,68,3,176,1810,192,835,,100,24,81,7,223,822,913,678,83,10,81,109,185,,2,1,680.04,652.52,timeout,598.63,3.28,1.41,2.04,0.47,0.54,169.05,130.05,7.55,0.35,0.00,0.00,0.18,182.17,40.90,141.24,1.20,4.34,95.72,6.60,0.00,6.60,2.03
chc-lia-lin-0087.smt2,,,,11,1,,26,26,,81,1,409,,63,1421,6,390,,,,,,,48,531,363,,,,,,,,,162.92,112.37,sat,6.36,0.73,0.08,0.39,0.06,0.21,4.61,3.34,,0.04,0.00,0.00,0.05,6.26,1.25,4.91,0.15,0.34,2.48,0.01,,0.01,
chc-lia-lin-0088.smt2,,,,7,1,,9,9,,44,5,46,,21,168,,90,,,,,,,36,53,82,,,,,,,,,57.48,35.65,sat,0.94,0.08,0.01,0.03,0.01,0.03,0.64,0.51,,0.00,0.00,0.00,0.01,0.89,0.08,0.78,0.03,0.05,0.46,0.01,,0.01,
chc-lia-lin-0089.smt2,3,,,,1,,3,3,,4,1,2,,1,8,,7,,,,,,,4,3,6,3,,1,,,,,,29.52,8.06,unsat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0090.smt2,,,,2,,,3,3,,7,,5,,4,9,,12,,,,,,,4,,8,,,,,,,,,24.04,8.77,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0091.smt2,,,,3,,,5,5,,9,,8,,5,14,,16,,,,,,,5,,11,,,,,,,,,33.88,11.68,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0092.smt2,,,,3,1,,4,4,,221,,2,,324,665,,341,,,,,,,334,656,336,,,,,,,,,369.40,250.05,sat,24.43,1.07,0.39,0.64,0.10,0.25,20.21,15.05,,0.00,0.00,0.00,0.07,23.20,2.15,21.03,0.37,1.10,14.86,0.03,,0.03,
chc-lia-lin-0093.smt2,,,,11,,,21,21,,31,,145,,22,350,2,160,,,,,,,16,93,139,,,,,,,,,56.48,34.71,sat,1.04,0.17,0.02,0.08,0.02,0.06,0.59,0.40,,0.00,0.00,0.00,0.02,1.00,0.12,0.80,0.04,0.04,0.33,0.00,,0.00,
chc-lia-lin-0094.smt2,,,11,3,,,4,4,,11,,13,,6,19,,22,,,,,,,10,,21,,,,,,,,,30.76,11.23,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.08,0.00,0.06,0.00,0.00,0.01,0.00,,0.00,0.00
chc-lia-lin-0095.smt2,,,,6,,,7,7,,20,,22,,7,68,,38,,,,,,,12,19,30,,,,,,,,,30.64,15.30,sat,0.17,0.02,0.00,0.01,0.00,0.01,0.07,0.04,,0.00,0.00,0.00,0.00,0.14,0.02,0.10,0.01,0.00,0.04,0.00,,0.00,
chc-lia-lin-0096.smt2,,,,3,,,5,5,,8,,6,,4,13,,14,,,,,,,4,,9,,,,,,,,,29.52,10.56,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0097.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.44,6.94,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0098.smt2,,,14,9,1,,18,18,,67,,326,,71,969,1,274,,,,,,,47,281,256,,,,,,,,,117.28,78.30,sat,4.77,0.62,0.07,0.32,0.05,0.19,3.34,2.15,0.40,0.04,0.00,0.00,0.04,4.67,0.85,3.76,0.12,0.27,1.95,0.02,,0.02,
chc-lia-lin-0099.smt2,,,,10,,,18,18,,37,,76,,13,239,4,103,,,,,,,11,65,86,,,,,,,,,56.52,33.61,sat,0.80,0.12,0.01,0.05,0.01,0.04,0.46,0.34,,0.00,0.00,0.00,0.01,0.76,0.09,0.60,0.03,0.03,0.29,0.00,,0.00,
chc-lia-lin-0100.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,20.48,8.20,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,,,,,
chc-lia-lin-0101.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.92,7.14,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0102.smt2,,,,,,,1,1,,3,,,,3,,,4,,,,,,,3,,2,,,,,,,,,19.04,7.22,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0103.smt2,,,65,19,,,33,33,,78,,327,,50,1224,5,285,,,,,,,42,593,258,,,,,,,,,130.04,84.79,sat,4.35,0.44,0.05,0.21,0.04,0.15,3.14,1.67,0.52,0.02,0.00,0.00,0.04,4.26,0.86,3.27,0.11,0.21,1.73,0.01,,0.01,
chc-lia-lin-0104.smt2,,60,398,,38,4,60,59,2,546,590,3606,98,2,11087,123,2185,,196,305,63,,9,1005,3884,3347,85,253,73,9,4,24,860,,253.67,241.22,timeout,597.92,8.70,1.09,4.10,0.80,3.15,482.28,331.79,82.20,1.45,0.00,0.00,0.66,517.34,85.62,431.42,3.11,12.95,233.66,50.74,0.00,50.74,5.03
chc-lia-lin-0105.smt2,,1511,327,,67,3,79,78,24,1526,2,9451,25,401,35812,13257,2381,,42,2,11,,1786,1712,13523,2349,8,23,8,29,229,10,84,,649.27,607.71,timeout,598.08,4.57,1.25,2.28,0.90,0.83,514.36,318.98,59.04,17.79,0.00,0.00,0.60,587.69,305.64,281.58,4.36,20.92,103.41,22.44,0.00,22.44,0.72
chc-lia-lin-0106.smt2,,,861,,13,3,71,70,52,770,52,4734,216,35,18177,263,1762,,513,355,44,,,885,9008,2453,42,440,42,52,,51,43,7,376.02,355.64,timeout,598.20,7.39,1.04,4.39,0.67,1.78,531.69,225.44,182.56,1.89,0.00,0.00,0.46,563.13,198.65,364.14,2.66,12.01,149.87,38.58,0.00,38.58,28.19
chc-lia-lin-0107.smt2,,,,1,,,2,2,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,,35.40,15.23,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.00,0.00,0.00,0.03,0.01,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0108.smt2,,,,,,,1,1,,3,,,,3,,,4,,,,,,,3,,2,,,,,,,,,19.08,7.31,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0109.smt2,,,,3,,,4,4,,9,,10,,5,19,,18,,,,,,,5,4,13,,,,,,,,,30.00,11.09,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.01,0.00,0.00,0.06,0.00,0.04,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0110.smt2,,,,14,1,1,39,39,,85,51,957,,135,4803,5,674,,,,,,,86,2127,638,,,,,,,,,381.00,253.10,sat,37.45,2.69,0.27,1.40,0.17,0.93,31.54,23.94,,0.23,0.00,0.00,0.10,37.21,11.21,25.84,0.38,1.16,15.50,0.60,0.00,0.60,
chc-lia-lin-0111.smt2,,,,4,,,7,7,,14,,26,,7,38,,33,,,,,,,7,,26,,,,,,,,,40.44,14.37,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.01,0.00,0.00,0.08,0.00,0.06,0.01,0.00,0.01,0.00,,0.00,
chc-lia-lin-0112.smt2,,,,1,,,3,3,,5,,2,,4,10,,10,,,,,,,4,5,6,,,,,,,,,39.28,16.51,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.01,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0113.smt2,,,,2,,,3,3,,9,,,,6,14,2,16,,,,,,,9,5,12,,,,,,,,,34.40,15.95,sat,0.21,0.02,0.01,0.01,0.00,0.01,0.13,0.10,,0.00,0.00,0.00,0.00,0.18,0.01,0.16,0.00,0.00,0.10,0.00,,0.00,
chc-lia-lin-0114.smt2,,,1,12,,,25,25,,69,,326,,54,1351,2,307,,,,,,,45,514,283,,,,,,,,,142.72,90.23,sat,5.59,0.71,0.08,0.38,0.06,0.21,4.03,2.97,0.02,0.04,0.00,0.00,0.04,5.50,1.04,4.36,0.14,0.25,2.30,0.00,,0.00,
chc-lia-lin-0115.smt2,,,,22,3,1,36,36,,60,,278,7,69,1169,13,316,,2,25,,,,69,592,285,,,,,,,,,137.80,88.45,sat,4.81,0.52,0.06,0.25,0.06,0.16,3.35,2.39,,0.03,0.00,0.00,0.04,4.71,0.75,3.84,0.12,0.28,1.97,0.08,0.00,0.08,
chc-lia-lin-0116.smt2,,14,1,50,4,2,54,54,,156,2,1751,5,193,9592,60,941,,9,27,1,,,214,5861,938,,25,,1,,3,2,,706.80,476.92,sat,83.85,3.49,0.35,1.85,0.25,1.13,73.53,48.42,0.05,0.55,0.00,0.00,0.17,83.40,27.72,55.44,0.73,2.49,31.17,2.62,0.00,2.62,0.12
chc-lia-lin-0117.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,28.40,7.21,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0118.smt2,,,32,,6,4,64,63,4,898,29,3628,32,430,21407,114,1508,,68,220,4,,27,969,14836,1829,2,37,2,5,60,32,124,4,482.29,462.92,timeout,598.82,6.57,0.86,3.64,0.55,1.91,533.56,351.64,32.47,3.04,0.00,0.00,0.33,564.91,194.88,369.71,2.61,12.85,236.19,11.24,0.00,11.24,3.69
chc-lia-lin-0119.smt2,,,84,20,,,27,27,,68,,211,,39,1144,1,214,,,,,,,107,526,240,46,,40,,,,,,137.28,86.79,sat,4.24,0.59,0.06,0.29,0.04,0.21,2.94,1.54,0.62,0.02,0.00,0.00,0.04,4.15,0.97,3.08,0.11,0.16,1.44,0.00,,0.00,0.08
chc-lia-lin-0120.smt2,,,14,27,3,1,42,42,,99,4,943,1,137,4188,27,714,,5,31,,,,98,2146,672,,4,,,,,,,403.36,269.62,sat,35.81,2.15,0.24,1.20,0.18,0.61,30.49,22.43,0.39,0.21,0.00,0.00,0.11,35.55,8.25,27.14,0.42,1.28,17.07,0.05,0.00,0.05,
chc-lia-lin-0121.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.04,7.79,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0122.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.20,7.83,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
