index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0068.smt2,,,,4,1,16,16,,3,2,1,100,13,267,2,104,1232,12,291,,9,109,8,,,245,643,281,11,4,7,,,,8,,227.12,143.21,sat,10.73,9.24,7.20,,0.09,0.00,0.00,0.08,10.55,2.06,,8.42,0.24,0.55,5.71,0.16,0.00,0.16,0.07
chc-lia-lin-0069.smt2,,426,,16,3,78,77,14,70,3,64,608,111,6259,167,5,24679,77,2553,,223,56,75,,,298,14016,2685,84,192,70,14,,4,90,16,,362.93,timeout,597.29,532.07,254.62,100.20,2.02,0.00,0.00,0.50,558.43,217.34,,340.74,2.11,14.28,212.79,15.00,0.00,15.00,9.69
chc-lia-lin-0070.smt2,,,,1,,3,3,,,,,4,1,2,,1,8,,7,,,,,,,4,3,6,3,,1,,,,,,29.24,8.02,unsat,0.04,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0071.smt2,,,,,,3,3,,,,,11,,9,,6,15,,18,,,,,,,6,,14,,,,,,,,,25.44,9.77,sat,0.05,0.02,0.01,,0.00,0.00,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0072.smt2,,,39,10,2,39,39,,92,79,5,67,66,156,41,83,2261,166,417,,62,255,47,,,369,1833,517,112,31,107,10,,27,24,,239.92,160.38,sat,8.64,6.65,4.25,,0.03,0.00,0.00,0.09,8.49,1.88,,6.45,0.25,0.51,2.73,0.84,0.00,0.84,0.28
chc-lia-lin-0073.smt2,,907,,42,2,60,59,,7,,5,809,1299,6233,188,,16905,35,3241,,666,25,346,,,803,5513,4620,119,648,107,226,,48,86,,,250.04,timeout,596.53,511.10,293.33,88.28,3.13,0.00,0.00,1.07,561.98,106.46,,455.25,4.89,26.92,192.08,47.00,0.01,47.00,21.86
chc-lia-lin-0074.smt2,,1119,,67,5,68,67,316,22,22,,530,2,3148,494,20,12132,139,1644,,897,209,393,,,777,5164,2489,92,739,85,316,,31,,,,316.28,timeout,598.24,553.39,399.12,90.64,1.56,0.00,0.00,0.51,578.47,112.32,,465.85,2.46,10.52,113.24,229.31,0.01,229.31,26.05
chc-lia-lin-0075.smt2,,,,,,15,15,,,,,29,,83,,16,196,,95,,,,,,,17,53,80,,,,,,,,,39.04,21.93,sat,0.40,0.24,0.15,,0.00,0.00,0.00,0.01,0.38,0.05,,0.27,0.02,0.02,0.13,0.00,,0.00,
chc-lia-lin-0076.smt2,,14,,11,4,102,101,9,184,21,579,757,2,1389,74,130,21311,476,1393,,105,232,29,,,1744,17191,3642,17,127,17,9,,181,18,,,467.12,timeout,597.99,537.65,343.76,0.19,1.32,0.00,0.00,0.76,560.73,178.03,,382.20,4.37,10.78,186.33,8.16,0.00,8.16,6.99
chc-lia-lin-0077.smt2,,,,,,4,4,,,,,8,,5,,5,26,,12,,,,,,,5,13,8,,,,,,,,,23.24,9.68,sat,0.06,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.01,,0.02,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0078.smt2,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.48,5.45,sat,0.01,0.00,,,,0.00,0.00,,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0079.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.36,6.86,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0080.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.56,6.88,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0081.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.52,6.88,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0082.smt2,,,1,4,1,4,4,,1,,1,8,,4,1,16,17,4,25,,,,,,2,16,5,13,,,,,6,,,,26.52,11.61,sat,0.13,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.10,0.01,,0.08,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-lin-0083.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.36,6.89,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0084.smt2,,,,6,1,33,33,,2,1,,116,,400,27,102,2413,75,444,,30,244,6,,,288,1667,439,25,5,7,,,2,,,338.68,224.84,sat,13.99,11.68,8.12,,0.06,0.00,0.00,0.07,13.79,2.80,,10.86,0.25,1.07,6.23,0.45,0.00,0.45,0.23
chc-lia-lin-0085.smt2,,,,3,2,27,27,,,,,60,,387,,67,1687,11,327,,,,,2,,52,786,302,,,,2,,,,,128.60,84.50,sat,4.25,3.34,2.17,0.01,0.05,0.00,0.00,0.04,4.16,1.27,,2.80,0.13,0.30,1.49,0.01,0.00,0.01,
chc-lia-lin-0086.smt2,,87,,59,2,9,8,,1,1,,482,,60,9,161,890,223,527,,63,55,31,,246,546,454,491,32,3,32,72,48,,6,3,,529.65,timeout,597.84,42.73,31.12,4.45,0.06,0.00,0.00,0.12,47.92,6.46,,41.43,0.62,2.06,28.40,2.73,0.00,2.73,0.43
chc-lia-lin-0087.smt2,,,,,,25,25,,,,,74,,340,,64,1408,3,366,,,,,,,47,543,340,,,,,,,,,116.40,75.32,sat,3.99,3.04,2.04,,0.05,0.00,0.00,0.05,3.90,0.94,,2.88,0.14,0.33,1.45,0.01,,0.01,
chc-lia-lin-0088.smt2,,,,1,,9,9,,,,,54,5,60,,30,229,,113,,,,,,,42,81,104,,,,,,,,,61.60,38.60,sat,1.21,0.93,0.74,,0.01,0.00,0.00,0.01,1.16,0.12,,1.02,0.04,0.08,0.67,0.01,,0.01,
chc-lia-lin-0089.smt2,,,,1,,3,3,,,,,4,1,2,,1,8,,7,,,,,,,4,3,6,3,,1,,,,,,29.52,8.06,unsat,0.04,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0090.smt2,,,,,,3,3,,,,,7,,5,,4,9,,12,,,,,,,4,,8,,,,,,,,,24.00,8.73,sat,0.04,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0091.smt2,,,,,,5,5,,,,,9,,8,,5,14,,16,,,,,,,5,,11,,,,,,,,,33.80,11.63,sat,0.08,0.02,0.01,,0.00,0.01,0.00,0.00,0.05,0.00,,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0092.smt2,,,,1,,4,4,,3,2,2,293,2,4,,404,841,,418,,,,,,,413,829,412,2,,2,,,,,,422.16,282.31,sat,33.63,29.19,22.07,,0.00,0.00,0.00,0.10,32.00,2.81,,29.18,0.49,1.70,21.50,0.03,,0.03,0.01
chc-lia-lin-0093.smt2,,,,,,21,21,,,,,28,,141,,19,283,1,158,,,,,,,16,68,140,,,,,,,,,46.04,25.83,sat,0.72,0.44,0.28,,0.00,0.00,0.00,0.02,0.69,0.07,,0.53,0.05,0.04,0.25,0.00,,0.00,
chc-lia-lin-0094.smt2,,,3,,,4,4,,,,,11,,13,,6,19,,22,,,,,,,9,,21,,,,,,,,,30.76,11.20,sat,0.10,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.07,0.00,,0.05,0.00,0.00,0.01,0.00,,0.00,0.00
chc-lia-lin-0095.smt2,,,,,,11,11,,,,,29,,39,,11,130,,71,,,,,,,18,40,59,,,,,,,,,39.92,22.57,sat,0.31,0.18,0.11,,0.00,0.00,0.00,0.01,0.28,0.04,,0.20,0.02,0.01,0.10,0.00,,0.00,
chc-lia-lin-0096.smt2,,,,,,5,5,,,,,8,,6,,4,13,,14,,,,,,,4,,9,,,,,,,,,29.52,10.56,sat,0.06,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0097.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.44,6.94,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0098.smt2,,,8,,,20,20,,,,,58,,290,,87,1255,8,284,,,,,,,58,599,269,,,,,,,,,118.00,79.44,sat,3.49,2.65,1.43,0.35,0.04,0.00,0.00,0.04,3.39,0.83,,2.49,0.13,0.30,1.36,0.01,,0.01,
chc-lia-lin-0099.smt2,,,,,,18,18,,,,,30,,63,,13,180,2,89,,,,,,,11,56,73,,,,,,,,,41.64,23.36,sat,0.46,0.29,0.20,,0.00,0.00,0.00,0.01,0.43,0.06,,0.31,0.02,0.02,0.17,0.00,,0.00,
chc-lia-lin-0100.smt2,,,,,,,1,,,,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,20.48,8.20,sat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,,,,,
chc-lia-lin-0101.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,27.92,7.14,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0102.smt2,,,,,,,1,,,,,3,,,,3,,,4,,,,,,,3,,2,,,,,,,,,19.00,7.18,sat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0103.smt2,,759,,212,2,113,112,,,,,296,,3499,1579,20,14026,105,2415,,1616,6,1146,,,290,7442,2401,966,1694,953,22,,16,6,,,234.51,timeout,595.12,450.07,259.26,24.50,1.28,0.00,0.00,0.78,538.54,110.19,,427.79,2.31,39.06,44.86,117.51,0.04,117.51,59.22
chc-lia-lin-0104.smt2,,378,,47,4,64,63,57,467,435,8,537,408,3393,59,2,11814,144,3089,,281,1057,165,,18,1359,4424,4595,591,338,572,58,4,54,506,1,,223.97,timeout,595.27,556.64,383.21,62.73,1.60,0.00,0.00,0.94,591.88,84.72,,506.84,4.21,19.51,279.81,28.18,0.00,28.18,15.25
chc-lia-lin-0105.smt2,,,2,7,1,9,9,,,,,19,,18,,40,152,13,73,,,,,,9,49,84,56,,,,,10,,,,47.20,23.69,sat,0.36,0.19,0.07,0.00,0.00,0.00,0.00,0.01,0.32,0.06,,0.23,0.02,0.03,0.04,0.02,0.00,0.02,
chc-lia-lin-0106.smt2,,,28,9,3,46,46,2,71,37,19,336,22,4108,112,383,12689,346,1650,,279,747,70,,,1423,6091,3010,134,168,104,2,,160,22,5,1113.64,682.97,sat,325.11,300.79,225.43,0.08,2.01,0.00,0.00,0.53,323.93,68.87,,254.86,3.22,12.61,137.33,9.53,0.00,9.53,7.51
chc-lia-lin-0107.smt2,,,,,,2,2,,,,,4,,,,3,6,,6,,,,,,,3,3,3,,,,,,,,,35.68,15.08,sat,0.06,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.01,,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0108.smt2,,,,,,,1,,,,,3,,,,3,,,4,,,,,,,3,,2,,,,,,,,,19.12,7.27,sat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0109.smt2,,,,,,4,4,,,,,9,,10,,5,19,,18,,,,,,,5,4,13,,,,,,,,,29.96,11.04,sat,0.08,0.02,0.01,,0.00,0.01,0.00,0.00,0.05,0.00,,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0110.smt2,,,,106,1,88,87,,,,,389,96,3978,1104,,21179,78,2381,,1179,,1177,,,363,10766,2329,1190,1082,1177,,,2,4,,,314.43,timeout,595.46,523.35,342.83,,2.01,0.00,0.00,0.69,560.25,206.43,,353.43,2.12,14.79,81.99,76.90,0.01,76.90,50.18
chc-lia-lin-0111.smt2,,,,,,7,7,,,,,14,,26,,7,38,,33,,,,,,,7,,26,,,,,,,,,40.68,14.45,sat,0.10,0.03,0.02,,0.00,0.01,0.00,0.00,0.07,0.00,,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0112.smt2,,,,,,3,3,,,,,5,,2,,4,10,,10,,,,,,,4,5,6,,,,,,,,,39.24,16.48,sat,0.10,0.03,0.01,,0.00,0.01,0.00,0.00,0.05,0.01,,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0113.smt2,,,,,,3,3,,,,,9,,,,7,14,3,16,,,,,,,8,6,12,,,,,,,,,34.00,15.83,sat,0.17,0.12,0.10,,0.00,0.00,0.00,0.00,0.14,0.01,,0.13,0.00,0.00,0.10,0.00,,0.00,
chc-lia-lin-0114.smt2,,,12,,,26,26,,,,,69,,339,,60,1576,4,309,,,,,,,46,667,284,,,,,,,,,130.68,82.91,sat,4.58,3.72,2.53,0.02,0.05,0.00,0.00,0.04,4.48,1.22,,3.17,0.14,0.24,1.80,0.01,,0.01,
chc-lia-lin-0115.smt2,,,,4,1,39,39,,,,,81,,415,3,73,1525,16,426,,10,81,,,,85,758,386,,7,,,,,,,190.72,116.69,sat,6.16,4.87,3.33,,0.04,0.00,0.00,0.06,6.02,1.05,,4.83,0.19,0.45,2.72,0.04,0.00,0.04,
chc-lia-lin-0116.smt2,,,33,12,1,46,46,,262,224,11,153,,1657,23,202,7622,61,974,,44,120,7,,,606,4425,1277,237,29,229,,,60,18,,697.32,448.37,sat,70.07,63.31,40.14,,0.36,0.00,0.00,0.25,69.64,16.06,,53.39,0.94,2.58,26.00,2.46,0.00,2.46,3.48
chc-lia-lin-0117.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,28.40,7.21,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0118.smt2,,67,,9,3,48,47,33,123,37,292,959,34,3892,29,139,15986,223,2237,,192,267,29,1,18,1371,8281,3570,63,122,48,33,26,149,67,20,,361.38,timeout,595.49,544.13,382.91,28.47,3.65,0.00,0.00,0.71,577.62,163.84,,413.60,4.76,17.61,230.48,12.43,0.00,12.43,10.88
chc-lia-lin-0119.smt2,,,18,,,25,25,,,,,71,,309,,46,1269,5,256,,,,,,,108,497,311,66,,66,,,,,,124.24,79.38,sat,3.72,2.93,1.59,0.51,0.04,0.00,0.00,0.05,3.64,1.04,,2.50,0.14,0.20,1.32,0.00,,0.00,0.06
chc-lia-lin-0120.smt2,,,,3,1,37,37,,,,,93,2,900,2,133,3518,12,700,,4,17,,,,123,1804,685,,3,,,,2,,,344.40,231.87,sat,20.46,17.60,12.08,,0.15,0.00,0.00,0.11,20.23,4.63,,15.47,0.41,1.20,9.48,0.07,0.00,0.07,0.02
chc-lia-lin-0121.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.04,7.79,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0122.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.20,7.83,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0123.smt2,,,,,,6,6,,,,,12,,9,,8,31,1,23,,,,,,,8,12,16,,,,,,,,,32.56,12.74,sat,0.08,0.03,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0124.smt2,,,,,,6,6,,,,,12,,14,,6,30,,25,,,,,,,6,4,19,,,,,,,,,36.72,13.65,sat,0.09,0.03,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0125.smt2,,,,1,1,6,6,,1,,1,12,4,18,,6,63,,43,,,,,,,30,8,36,,,,,,,3,,50.04,22.40,sat,0.51,0.39,0.32,,0.00,0.00,0.00,0.01,0.47,0.09,,0.37,0.03,0.01,0.17,0.02,0.00,0.02,
chc-lia-lin-0126.smt2,,,,,1,14,13,,25,,96,888,47,951,,29,4453,10,992,,7,161,1,,,975,1669,972,8,1,1,,,3,178,1,,373.20,timeout,599.03,358.24,327.17,,1.41,0.00,0.00,0.45,382.49,74.52,,307.91,1.92,15.30,241.04,10.15,0.00,10.15,0.51
chc-lia-lin-0127.smt2,,,,,,2,2,,,,,20,,,,20,22,,34,,,,,,,20,9,31,,,,,,,,,120.56,70.81,sat,1.56,0.88,0.05,0.25,,0.00,0.00,0.01,0.93,0.11,,0.82,0.03,0.01,0.16,0.00,,0.00,
chc-lia-lin-0128.smt2,,,,1,1,10,9,,2,,3,959,9,478,,117,2825,14,1091,,,,,,,993,850,1084,,,,,,1,15,1,,355.39,timeout,599.06,484.99,420.59,3.04,0.96,0.00,0.00,0.29,500.97,75.34,,425.60,1.77,10.50,363.95,0.87,0.00,0.87,0.03
chc-lia-lin-0129.smt2,,,,,1,14,13,,30,,64,1222,12,269,2,254,6455,41,1449,,2,187,,,,1320,3478,1456,,,,,,8,53,1,,363.41,timeout,598.58,275.68,234.35,0.06,2.09,0.00,0.00,1.27,301.84,78.01,,223.77,3.89,16.80,155.64,3.21,0.00,3.21,0.26
chc-lia-lin-0130.smt2,,,,6,3,63,62,11,26,6,2,891,1,5357,43,31,20093,181,1842,,126,244,52,,13,1019,10890,2167,56,62,42,33,35,47,41,2,,455.27,timeout,598.35,350.59,248.59,7.71,2.66,0.00,0.00,0.41,374.63,130.87,,243.45,2.43,13.85,157.54,8.20,0.00,8.20,3.93
chc-lia-lin-0131.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.92,7.83,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0132.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0133.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0134.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0135.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.52,7.82,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0136.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.48,7.82,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0137.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.28,7.76,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0138.smt2,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.76,5.67,sat,0.01,0.00,,,,0.00,0.00,,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0139.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.96,7.85,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0140.smt2,,,,,,7,7,,,,,17,,17,,8,40,,29,,,,,,,8,6,23,,,,,,,,,46.36,16.36,sat,0.10,0.03,0.02,,0.00,0.01,0.00,0.00,0.07,0.01,,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0141.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.04,7.97,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0142.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.04,7.97,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0143.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.04,7.97,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0144.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.96,8.27,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0145.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,28.84,7.79,unsat,0.02,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0146.smt2,,233,29,2,1,50,50,,58,33,2,238,8,2932,,254,12078,14,1652,,,,,,,276,5992,1677,52,5,33,,,23,20,3,865.64,561.25,sat,153.84,141.88,82.94,13.95,1.03,0.00,0.00,0.33,153.17,42.73,,110.23,1.64,6.12,69.64,0.33,0.00,0.33,1.46
chc-lia-lin-0147.smt2,,,,,,27,27,,,,,64,,234,,30,1056,1,188,,,,,,,43,506,165,,,,,,,,,97.56,65.70,sat,1.65,1.21,0.72,,0.02,0.00,0.00,0.02,1.59,0.51,,0.99,0.07,0.08,0.51,0.00,,0.00,
chc-lia-lin-0148.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0149.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.60,8.35,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0150.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0151.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0152.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.36,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0153.smt2,,,,,,2,2,,,,,28,,,,28,30,,50,,,,,,,28,9,47,,,,,,,,,153.12,92.88,sat,1.92,0.86,0.27,0.00,,0.00,0.00,0.01,0.94,0.09,,0.84,0.04,0.02,0.14,0.00,,0.00,
chc-lia-lin-0154.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.64,8.44,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0155.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.64,8.44,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0156.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.40,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0157.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,30.56,8.40,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0158.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.24,8.59,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0159.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.24,8.58,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0160.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.24,8.59,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0161.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,29.84,8.32,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,,0.00,,,,,
chc-lia-lin-0162.smt2,,,,,,55,55,,,,,220,,2145,,239,11504,20,891,,,,,,,197,6573,851,,,,,,,,,718.56,509.70,sat,112.14,105.48,69.00,,0.95,0.00,0.00,0.13,111.52,50.67,,60.66,0.69,2.85,42.68,0.00,,0.00,
chc-lia-lin-0163.smt2,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,31.16,8.65,unsat,0.03,0.00,0.00,,,0.00,0.00,0.00,0.01,,,0.00,,0.00,,,,,
chc-lia-lin-0164.smt2,,,,,,35,35,,,,,178,,1332,,300,8426,7,925,,,,,,,199,4413,891,,,,,,,,,637.88,458.93,sat,88.01,81.53,56.09,,0.73,0.00,0.00,0.14,87.30,37.20,,49.99,0.70,2.99,34.49,0.00,,0.00,
