index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_concretize,SPACER_conj,SPACER_conj_failed,SPACER_conj_success,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_non_local_gen,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_reach_queries,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_queries,SPACER_reuse_reach_facts,SPACER_subsume_failed,SPACER_subsume_pob,SPACER_subsume_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_global,time_spacer_solve_reach_gen_global_cvx_cls,time_spacer_solve_reach_is_reach
chc-lia-nonlin-0188.smt2,2,,,,,,2,,,,2,2,,,2,,,,,2,,3,,3,,2,,,3,1,,,,50.60,17.90,unsat,0.09,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.01,,0.00,0.00,0.00,0.04,0.00,,0.03,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0189.smt2,4,,,,,,22,,,,4,4,,,38,,,,20,54,11,44,,43,36,4,,,45,3,,,,82.04,35.26,unsat,1.16,0.03,0.00,0.01,0.00,0.01,0.94,0.58,0.27,0.00,0.00,0.00,0.02,1.07,0.08,,0.98,0.05,0.01,0.14,0.00,,0.02
chc-lia-nonlin-0190.smt2,4,,,,,,20,,,,4,4,,,37,,,,20,55,10,43,,42,31,4,,,44,3,,,,107.28,47.96,unsat,22.68,0.04,0.01,0.01,0.00,0.02,22.45,21.92,0.42,0.00,0.00,0.00,0.02,22.59,0.12,,22.46,0.05,0.01,0.23,0.00,,0.03
chc-lia-nonlin-0191.smt2,,,,,,,13,2,,,3,3,,,13,,1,,7,16,1,18,,14,6,,,,15,,,,,50.84,25.05,sat,0.28,0.02,0.00,0.01,0.00,0.01,0.16,0.02,0.09,0.00,0.00,0.00,0.01,0.21,0.03,,0.17,0.02,0.00,0.06,0.00,,0.00
chc-lia-nonlin-0192.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04,5.50,sat,0.00,,,,,,,,,,0.00,,,,,,,,,,,,
chc-lia-nonlin-0193.smt2,,,,,,,,,,,1,1,,,2,,,,2,,,3,,2,,,,,1,,,,,28.80,12.60,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.02,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0194.smt2,,,,,,,,,,,1,1,,,2,,,,2,1,1,3,,2,1,,,,1,,,,,47.12,22.61,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.02,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0195.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,24.20,7.04,unsat,0.02,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0196.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,24.04,6.85,unsat,0.02,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0197.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,24.36,7.16,unsat,0.02,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0198.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,24.36,7.16,unsat,0.02,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0199.smt2,,,,,,,,2,,,3,3,,,6,,1,,4,12,,9,,5,7,,,,5,1,,,,60.80,21.65,sat,0.08,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.01,0.00,0.00,0.04,0.01,,0.03,0.01,0.00,0.00,0.00,,
chc-lia-nonlin-0200.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,33.68,10.91,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0201.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,5.95,sat,0.01,,,,,,,,,,0.00,,,,,,,,,,,,
chc-lia-nonlin-0202.smt2,,,,,,,,2,,,3,3,,,11,,1,,9,6,,15,,9,,,,,11,,,,,75.72,30.82,sat,0.21,0.00,0.00,0.00,0.00,0.00,0.11,0.05,,0.00,0.01,0.00,0.00,0.14,0.02,,0.11,0.01,0.00,0.01,0.00,,
chc-lia-nonlin-0203.smt2,3,,,,,,,,,,3,3,,,5,,2,,,8,,8,,5,1,3,,,6,3,,,,57.96,17.92,unsat,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0204.smt2,3,,,,,,,,,,3,3,,,4,,2,,,9,,7,,5,2,3,,,6,1,,,,57.84,17.93,unsat,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.00,,,,0.00
chc-lia-nonlin-0205.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,25.76,8.26,unsat,0.03,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0206.smt2,,,,,,,,11,,,21,21,,,44,,94,,39,229,,116,,39,99,,,,103,24,,,,209.08,76.85,sat,1.09,0.03,0.00,0.01,0.00,0.01,0.70,0.31,,0.00,0.02,0.01,0.04,0.94,0.22,,0.65,0.10,0.00,0.06,0.00,,
chc-lia-nonlin-0207.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,26.80,8.91,unsat,0.04,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0208.smt2,,,,,,,,1,,,2,2,,,4,,,,3,2,,6,,3,,,,,3,,,,,55.48,22.40,sat,0.09,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,,0.01,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0209.smt2,,,,,,,,1,,,2,2,,,4,,,,3,2,,6,,3,,,,,3,,,,,55.48,22.40,sat,0.10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,,0.01,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0210.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,25.76,8.24,unsat,0.03,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0211.smt2,14,,,,,,,,,,14,14,,,34,,55,,16,135,,76,,43,33,16,,,78,11,,,,314.52,103.47,unsat,0.71,0.02,0.00,0.01,0.00,0.01,0.31,0.17,,0.00,0.04,0.01,0.03,0.51,0.05,0.02,0.40,0.04,0.00,0.03,0.00,,0.08
chc-lia-nonlin-0212.smt2,,,,1,3,6,,7,1,1,11,11,,,43,,60,,35,311,2,125,,69,180,24,,,113,90,3,2,,890.64,393.89,sat,2.44,0.11,0.02,0.05,0.01,0.04,1.49,0.46,,0.00,0.02,0.01,0.08,1.94,0.69,0.05,1.20,0.10,0.01,0.24,0.01,0.00,0.10
chc-lia-nonlin-0213.smt2,,,,,,,,4,,,5,5,,,16,,9,,12,17,,27,,12,,,,,21,,,,,163.72,62.46,sat,0.59,0.01,0.00,0.00,0.00,0.00,0.38,0.21,,0.00,0.02,0.01,0.02,0.46,0.07,,0.37,0.04,0.00,0.01,0.00,,
chc-lia-nonlin-0214.smt2,,,,,,,,4,,,5,5,,,16,,9,,12,17,,27,,12,,,,,21,,,,,163.72,62.46,sat,0.62,0.01,0.00,0.00,0.00,0.00,0.40,0.22,,0.00,0.02,0.01,0.02,0.48,0.07,,0.39,0.04,0.00,0.01,0.00,,
chc-lia-nonlin-0215.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,27.88,9.88,unsat,0.05,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0216.smt2,16,,,3,,2,,,1,,16,16,,1,55,,149,,15,529,18,127,,61,243,18,,,131,8,,,,335.28,118.38,unsat,0.82,0.03,0.00,0.01,0.00,0.01,0.40,0.17,,0.00,0.04,0.01,0.03,0.63,0.13,0.00,0.44,0.05,0.01,0.03,0.00,,0.05
chc-lia-nonlin-0217.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,28.64,10.35,unsat,0.07,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0218.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,27.00,9.17,unsat,0.05,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0219.smt2,6,,,,,,,,,,5,5,,,11,,7,,2,26,,19,,15,5,9,,,18,8,,,,135.72,46.57,unsat,0.30,0.00,0.00,0.00,0.00,0.00,0.11,0.07,,0.00,0.02,0.01,0.01,0.16,0.02,0.01,0.13,0.01,0.00,0.00,0.00,,0.05
chc-lia-nonlin-0220.smt2,3,,,,,,,,,,3,3,,,8,,1,,1,13,2,11,,8,4,3,,,10,8,,,,129.80,44.20,unsat,0.20,0.00,0.00,0.00,0.00,0.00,0.07,0.04,,0.00,0.02,0.01,0.00,0.09,0.02,,0.07,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0221.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,28.52,10.30,unsat,0.06,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0222.smt2,,,,,,,,5,,,7,7,,,13,,13,,8,35,,29,,8,6,,,,21,,,,,165.76,64.87,sat,0.47,0.01,0.00,0.00,0.00,0.00,0.25,0.14,,0.00,0.02,0.01,0.01,0.30,0.07,,0.21,0.02,0.00,0.01,0.00,,
chc-lia-nonlin-0223.smt2,5,,,,,,,,,,5,5,,,20,,18,,1,40,,42,,22,2,5,,,41,4,,,,261.28,84.29,unsat,0.35,0.00,0.00,0.00,0.00,0.00,0.11,0.06,,0.00,0.04,0.01,0.01,0.18,0.02,0.01,0.14,0.02,0.00,0.00,0.00,,0.01
chc-lia-nonlin-0224.smt2,10,,,,,,,,,,10,10,,,24,,23,,13,64,,49,,36,14,12,,,49,8,,,,326.04,115.70,unsat,1.06,0.01,0.00,0.00,0.00,0.01,0.56,0.41,,0.00,0.03,0.01,0.08,0.79,0.08,0.11,0.68,0.05,0.00,0.03,0.00,,0.15
chc-lia-nonlin-0225.smt2,,,,,,,,9,,,11,11,,,42,,52,,29,101,1,77,,33,9,2,,,68,15,,,,337.88,125.73,sat,0.99,0.03,0.00,0.01,0.00,0.01,0.47,0.22,,0.00,0.06,0.02,0.04,0.65,0.07,0.02,0.54,0.06,0.00,0.07,0.00,,0.02
chc-lia-nonlin-0226.smt2,,,,,,,,16,,,20,20,,,41,,114,,25,317,9,109,,29,152,2,,,97,8,,,,358.80,131.69,sat,1.11,0.03,0.00,0.01,0.00,0.01,0.52,0.25,,0.00,0.04,0.01,0.06,0.81,0.13,0.02,0.62,0.11,0.00,0.03,0.00,,0.04
chc-lia-nonlin-0227.smt2,5,,,,,,,,,,4,4,,,11,,7,,2,22,,18,,18,4,6,,,17,12,,,,252.16,85.85,unsat,0.64,0.00,0.00,0.00,0.00,0.00,0.28,0.20,,0.00,0.03,0.01,0.05,0.40,0.04,0.09,0.34,0.02,0.00,0.00,0.00,,0.05
chc-lia-nonlin-0228.smt2,,,,,,,,9,,,11,11,,,25,,26,,20,77,,58,,20,17,,,,47,,,,,246.80,93.25,sat,1.19,0.02,0.00,0.00,0.00,0.01,0.76,0.51,,0.00,0.04,0.01,0.05,0.93,0.14,,0.75,0.09,0.00,0.23,0.00,,
chc-lia-nonlin-0229.smt2,5,,,,,,,,,,4,4,,,24,,8,,1,29,,38,,29,2,6,,,37,12,,,,351.36,114.94,unsat,0.63,0.00,0.00,0.00,0.00,0.00,0.26,0.16,,0.00,0.05,0.02,0.04,0.37,0.03,0.07,0.32,0.03,0.00,0.00,0.00,,0.04
chc-lia-nonlin-0230.smt2,35,1,,97,48,19,,,13,,35,35,,10,130,,460,,40,1423,49,298,,253,675,83,,18,370,184,,,,1283.48,478.08,unsat,12.20,0.35,0.03,0.08,0.10,0.14,8.53,5.16,,0.01,0.09,0.03,0.56,10.69,2.76,0.26,7.78,0.60,0.12,0.73,0.13,,0.89
chc-lia-nonlin-0231.smt2,,,,,,,,5,,,8,8,,,24,,18,,16,48,,45,,23,5,4,,,37,25,,,,275.88,112.55,sat,0.99,0.02,0.00,0.01,0.00,0.01,0.55,0.34,,0.00,0.03,0.01,0.04,0.71,0.09,0.02,0.60,0.05,0.00,0.11,0.00,,0.04
chc-lia-nonlin-0232.smt2,8,,,,,,,,,,8,8,,,22,,16,,10,49,3,36,,26,10,12,,,35,13,,,,366.56,132.87,unsat,1.15,0.01,0.00,0.00,0.00,0.01,0.59,0.40,,0.00,0.03,0.01,0.06,0.79,0.11,0.05,0.66,0.05,0.00,0.05,0.00,,0.19
chc-lia-nonlin-0233.smt2,6,,,,,,,,,,6,6,,,16,,9,,6,29,1,27,,17,4,8,,,25,24,,,,296.00,112.87,unsat,0.86,0.01,0.00,0.00,0.00,0.00,0.43,0.25,,0.00,0.03,0.01,0.04,0.55,0.07,0.02,0.46,0.03,0.00,0.02,0.00,,0.06
chc-lia-nonlin-0234.smt2,8,,,,,,,,,,8,8,,,30,,20,,11,69,,45,,33,15,12,,,43,51,,,,534.56,182.21,unsat,2.52,0.02,0.00,0.01,0.00,0.01,1.59,1.19,,0.00,0.05,0.02,0.17,2.01,0.26,0.22,1.72,0.12,0.00,0.28,0.00,,0.32
chc-lia-nonlin-0235.smt2,,,,,,,,5,,,8,8,,,24,,18,,16,48,,45,,23,5,4,,,37,25,,,,276.04,113.15,sat,1.02,0.02,0.00,0.01,0.00,0.01,0.57,0.35,,0.00,0.03,0.01,0.04,0.74,0.08,0.02,0.63,0.05,0.00,0.12,0.00,,0.04
chc-lia-nonlin-0236.smt2,8,,,,,,,,,,8,8,,,35,,27,,14,82,1,55,,36,16,12,,,54,48,,,,579.12,195.73,unsat,2.76,0.03,0.00,0.01,0.00,0.01,1.79,1.35,,0.00,0.05,0.02,0.18,2.21,0.28,0.21,1.91,0.14,0.00,0.41,0.00,,0.30
chc-lia-nonlin-0237.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,43.48,18.27,unsat,0.19,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0238.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,45.72,19.20,unsat,0.20,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0239.smt2,28,,,5,,5,,,13,1,28,28,,,170,,220,2,126,513,7,275,,172,159,29,,,274,82,13,13,,907.00,320.78,unsat,4.91,0.16,0.02,0.05,0.01,0.08,3.09,1.87,,0.01,0.08,0.04,0.24,4.21,0.50,0.04,3.58,0.43,0.07,0.82,0.03,0.00,0.32
chc-lia-nonlin-0240.smt2,8,,,2,,7,,,,,8,8,,,30,,38,,7,149,19,60,,30,61,11,,,56,12,,,,470.64,165.52,unsat,0.94,0.01,0.00,0.00,0.00,0.01,0.38,0.20,,0.00,0.07,0.03,0.04,0.56,0.10,0.03,0.43,0.05,0.00,0.01,0.00,,0.10
chc-lia-nonlin-0241.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,46.32,19.84,unsat,0.22,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0242.smt2,,,,,,,,7,,,9,9,,,36,,21,,27,52,,59,,36,3,8,,,51,49,,,,514.84,191.40,sat,2.73,0.04,0.00,0.01,0.00,0.02,1.89,1.22,,0.00,0.05,0.02,0.14,2.29,0.23,0.08,2.02,0.18,0.00,0.36,0.00,,0.17
chc-lia-nonlin-0243.smt2,,,,3,2,3,,6,2,,9,9,,,52,,34,,35,101,3,88,,77,11,20,,,81,214,,,,943.24,341.26,sat,9.90,0.10,0.01,0.02,0.01,0.06,7.98,5.98,,0.00,0.08,0.04,0.50,9.17,1.14,0.27,8.00,0.58,0.02,1.69,0.00,,0.46
chc-lia-nonlin-0244.smt2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,45.96,20.13,unsat,0.22,,,,,,0.00,0.00,,,0.00,0.00,,0.00,,,0.00,,,,,,
chc-lia-nonlin-0245.smt2,,,,,,,,5,,,7,7,,,27,,13,,18,32,,41,,28,2,7,,,34,65,,,,476.60,178.48,sat,3.65,0.03,0.00,0.01,0.00,0.02,2.78,1.93,,0.00,0.06,0.02,0.21,3.22,0.23,0.14,2.97,0.19,0.00,0.60,0.00,,0.22
